Frame,CS6_B5_nnv_ROI1,CS6_B5_nnv_ROI2,CS6_B5_nnv_ROI3,CS6_B5_nnv_ROI4,CS6_B5_nnv_ROI5,CS6_B5_nnv_ROI6,CS6_B5_nnv_ROI7,CS6_B5_nnv_ROI8,CS6_B5_nnv_ROI9,CS6_B5_nnv_ROI10,CS6_B5_nnv_ROI11,CS6_B5_nnv_ROI12,CS6_B5_nnv_ROI13,CS6_B5_nnv_ROI14,CS6_B5_nnv_ROI15,CS6_B5_nnv_ROI16,CS6_B5_nnv_ROI17,CS6_B5_nnv_ROI18,CS6_B5_nnv_ROI19,CS6_B5_nnv_ROI20,CS6_B5_nnv_ROI21,CS6_B5_nnv_ROI22,CS6_B5_nnv_ROI23,CS6_B5_nnv_ROI24,CS6_B5_nnv_ROI25,CS6_B5_nnv_ROI26,CS6_B5_nnv_ROI27,CS6_B5_nnv_ROI28,CS6_B5_nnv_ROI29,CS6_B5_nnv_ROI30,CS6_B5_nnv_ROI31,CS6_B5_nnv_ROI32,CS6_B5_nnv_ROI33,CS6_B5_nnv_ROI34,CS6_B5_nnv_ROI35,CS6_B5_nnv_ROI36,CS6_B5_nnv_ROI37,CS6_B5_nnv_ROI38,CS6_B5_nnv_ROI39,CS6_B5_nnv_ROI40,CS6_B5_nnv_ROI41,CS6_B5_nnv_ROI42,CS6_B5_nnv_ROI43,CS6_B5_nnv_ROI44,CS6_B5_nnv_ROI45,CS6_B5_nnv_ROI46,CS6_B5_nnv_ROI47,CS6_B5_nnv_ROI48,CS6_B5_nnv_ROI49,CS6_B5_nnv_ROI50,CS6_B5_nnv_ROI51,CS6_B5_nnv_ROI52,CS6_B5_nnv_ROI53,CS6_B5_nnv_ROI54,CS6_B5_nnv_ROI55,CS6_B5_nnv_ROI56,CS6_B5_nnv_ROI57,CS6_B5_nnv_ROI58,CS6_B5_nnv_ROI59,CS6_B5_nnv_ROI60,CS6_B5_nnv_ROI61,CS6_B5_nnv_ROI62,CS6_B5_nnv_ROI63,CS6_B5_nnv_ROI64,CS6_B5_nnv_ROI65,CS6_B5_nnv_ROI66,CS6_B5_nnv_ROI67,CS6_B5_nnv_ROI68,CS6_B5_nnv_ROI69,CS6_B5_nnv_ROI70,CS6_B5_nnv_ROI71,CS6_B5_nnv_ROI72
285,37.583,178.588,243.85,129.364,175.25,154.958,226.786,168.857,206.75,35.85,128.206,41.727,243.765,46.806,53.8,237,223.226,57.583,158.065,255,236.958,240.929,236.968,255,237.2,253.062,243.794,255,202.2,96.625,147.818,215.542,255,170.75,170.071,236.273,249.636,171.25,55.702,25.741,240.774,58.107,189,238.375,159.3,163.844,229.5,229.875,156.688,189.333,68.405,96.705,44.115,254.65,228.656,153.341,37,162.844,95.459,16.769,133.333,193.818,137.562,23.609,47.95,169.234,10.659,54.95,146.885,72.167,118.562,81.839
286,47.417,182.706,240.65,131.273,178,147.958,225.714,162.857,207.167,30.75,127.5,42.182,239.882,50.161,44,243.545,220.484,63.333,155.677,255,238.875,241.643,236.516,255,237.6,253.25,243.176,255,201.7,103.75,149.364,215.229,255,170.562,169.643,235.545,249.091,180.875,56.723,22.017,240.355,58.036,186.643,243.625,163.2,170.625,230.75,226.875,154.875,175.556,69.571,97.934,41.462,255,233.719,152.455,44.292,162.375,94.351,19.962,133.167,196.773,135.208,26.174,49,173.625,8.976,56.1,144.615,75,122.75,82.054
287,43.083,180.176,240.95,140.273,174,152.25,228,163.429,204.958,31.45,129.353,39.818,242.853,43.839,35.2,238.727,219.935,60.333,158.161,255,235.208,241.714,235.194,255,236.4,250.562,241.824,255,206.1,100.75,151.727,217.146,255,172.75,167.786,237,253.727,177.25,55.617,19.603,241.097,61.643,183.571,237.5,163.5,161.562,231.5,220.375,155.75,177,70.929,95.672,40.923,255,232.062,155.159,39.042,166.812,100.784,19.269,129.167,192.477,135.125,20.739,45.9,171.391,11.61,48.15,143.692,71.036,124.438,84.071
288,45.75,184.706,238.25,128.364,179.25,152.125,225.929,161.071,202.875,29.25,128.235,41,242.765,48.387,51,238.727,222.194,58.75,156.129,255,235.542,242.714,235.161,255,238.15,252.188,244.5,255,200.4,101,150.545,218.854,255,171.562,168.143,237.182,249.636,175.375,54.064,25.052,241.323,59.786,188.714,236.5,161.4,166.188,235,221.75,156.5,176.556,66.905,95.016,42.962,254.85,230.469,152.545,39.833,163.781,96.189,17.115,134,195.591,135.562,24.957,46.7,171.188,11.732,51.1,144.615,73.06,118.25,84.393
289,46.417,181.176,242.85,126.091,185,153.333,225.643,169,205.875,38.6,128.706,34.727,242.029,49.323,54.8,236.727,222.29,63.667,159.29,255,241.208,240.071,236,255,238.35,253.438,245.912,255,208.4,101.75,147.273,217,255,171.875,167,238.091,247.636,180.125,56.723,23.224,242.774,60.679,193.357,237.5,158.9,166.844,233.375,224.75,166.75,183.111,68.738,94.361,38.346,255,229.656,154.614,42.458,167.438,96.892,19.038,126.5,195.091,136.583,25.783,43.3,170.234,10.024,52.4,144.423,75.679,121.25,84.286
290,43.75,184.824,243.3,134.909,180.375,153.375,225.857,170.214,209.333,38.05,129.029,38.909,242.941,52.742,44.6,239,220.935,57.167,157.968,255,240.833,240.429,234.806,254.875,238.85,252.562,243.853,255,204.1,104.5,148.636,214.854,255,173.25,169.571,235.545,250.545,177.75,58.064,22.121,240.548,59.321,186.786,246.375,161.8,166.031,232.25,226,159.312,181.222,72.19,96.344,43.423,253.55,231.219,153.159,37.125,164.438,96.784,18.654,142.667,196.523,138,22,47.95,173.75,9.695,55.3,144.346,74.06,120.875,82.571
291,47.583,180.706,244.1,131.636,186.375,151.292,220.821,158.929,206.958,28.9,130.235,37.455,241.147,46.484,48.6,242,223.097,60.083,159.839,255,237.417,241.286,236.226,255,235.25,252.875,244.441,255,208.2,94.75,148.182,215.312,255,170.312,173.929,231.727,248.455,176.875,55.851,21.397,242.613,60.036,186.286,238.875,164.2,161.531,235.875,225.25,162.5,174.222,71.071,96.295,41.462,255,233.375,154.273,40.417,166.688,97.135,20.462,124.667,195.227,135.146,26.565,47.85,172.734,9.622,57.7,142.115,74.06,120.188,81.482
292,39.667,185.471,244.15,135.909,174.375,149.292,222.786,160.5,206,29.05,129.353,49.182,243.735,45.935,45,236.091,221.355,58.167,156.742,255,236.958,240.571,235.484,255,237.7,252.875,245.382,255,199.8,92.375,146.818,215.604,255,176.688,167.286,233.091,249.182,180.875,52.191,20.172,243.194,61.893,187.286,234.625,155.3,163.969,228.25,227,158.312,184,67.31,92.869,43.654,254.2,232.719,153.932,40.25,168.594,93.027,17.077,127.333,197.318,135.042,25.652,46.9,171.172,7.963,52.9,141.154,71.833,124.25,81.911
293,43.167,182.176,241.95,124.636,182.125,150.25,226.679,165.857,205.25,37.3,127.971,49,240.941,50.903,52.8,240.455,221.387,60.333,157.161,255,237.167,237.929,236.355,255,238.15,252,243.088,255,204.6,100.375,147.818,218.354,255,173.625,172,233.545,247.818,182.25,53.787,21.845,241.484,59.893,187.357,238.5,166.8,164.25,229.875,223.75,164.062,190,72.31,95.23,50.269,254.4,232.781,152.409,33.458,166.75,96.243,17.423,135.833,193.023,138.25,20.565,52.7,171.703,10.378,54.35,142.538,70.94,114.062,83.375
294,49.417,180.824,246.8,129.455,183.125,146.917,220.357,173.929,206.167,30.15,126.353,40.818,243.265,47,68,240.636,222.871,67.583,161,255,235.208,241,236.355,255,237,252.688,245.382,255,206.1,101.75,147.818,213.375,255,172.312,164.857,234.091,250.636,179.625,56.149,19.517,240.903,59.964,187.786,239.5,160.8,167.188,232.875,221,165.25,179.444,68.452,92.803,42.769,253.9,232.906,154.705,41.542,162.594,91.649,18.923,122.5,195.045,137.438,26.696,45.65,170.844,9.305,57,142.462,74.869,124.312,79.768
295,39.917,186.882,244.3,131.545,175.75,152.667,229.286,166.5,206,36.55,129.088,44.364,242.235,51.71,51.8,243.455,218.194,65,159.645,255,236.708,242.5,236.258,255,237.1,251.188,245.029,255,204.8,95,141.182,218.292,255,173.688,168.214,232,248.727,178.25,52.851,22.034,243.032,57.214,185.286,244.5,164,165.062,235.625,225.625,161.562,178.778,71.071,95.541,40.731,254.85,234.688,152.977,43.5,165.438,95.865,20.154,127.5,195.682,134.104,24.478,46.85,170.672,9.902,58.05,140.077,72.917,123.438,83.286
296,45.25,184,247.75,126.545,177.5,152.083,226.821,165.143,208.125,34.55,128.647,45.091,241.676,53.194,56,237.182,223.323,60.333,160.677,255,237.125,238.714,235.935,255,237.8,253.562,243.853,255,208.4,93.5,144.727,217.771,255,175.125,168.786,236.091,249,184.25,56.255,26.466,240.452,58.821,190.857,236.625,167.2,166.688,228.875,231.875,163.5,175.667,67.929,96.459,45.115,255,230.469,154.386,40.792,164.125,96.378,18.885,133.167,194.727,138.438,25.348,45.9,170.203,10.146,56.4,147.808,77,117.5,84.089
297,47.917,179.824,244.5,127.364,174.625,148.417,228.964,159.143,205.375,32.5,127.794,44.909,240.324,46.484,54.2,242.727,217.581,61.167,152.742,255,238.792,241.357,235.677,255,237.95,252.688,244.382,255,212.1,99.5,148.909,218.396,255,177.938,172.5,235.182,246.727,173.75,54.894,18.741,241.742,62.214,188,247.625,166.3,165.25,234.5,215.5,157.875,178.333,66.071,92.574,44.192,254.35,231.812,153.659,41.625,158.781,94.135,17.308,131.667,196.409,137.167,25.957,51.65,172.406,9.305,57.05,145.077,74.298,122.375,83.929
298,39,179.824,247.95,133.545,173.25,152.25,227.25,166.643,205.708,33.7,129.147,44.182,242.088,51.452,48.6,240.273,220.806,59.167,155.613,255,238.5,241.714,236.226,255,236.95,249.312,243.706,255,203.5,97.125,151.273,215.458,255,171.375,169,232.455,250.727,187.5,55.596,21.052,243.355,60.429,180.571,247.375,153,167.406,231.375,229.75,164.375,179.889,70.81,93.033,47.269,255,232.188,156.159,46.458,164.281,96.595,20.731,128,195.477,138.042,20.304,45.75,171.422,8.11,55.75,145.923,74.083,116.375,85.554
299,47.75,187.118,241.65,133.273,180.375,149.417,224.75,169.429,202.667,32,127.294,45,238.176,46.032,45.6,238.909,221.323,64.833,156.806,255,236.208,240,235.129,255,237.05,252.25,248.147,255,201,100.5,153.909,216,255,173.625,170.571,234.273,247.364,190.5,52.34,22.466,243.161,60.143,195,239.625,159.7,165.438,227.75,230.25,156.562,188,64.262,95.098,42.731,255,232.906,156.25,42.375,168,96.486,18.308,133,195.886,136.021,23,46.7,172.859,8.402,53.15,139.192,74.702,114.938,83.125
300,47.167,179.706,245.35,132.273,181.25,149.083,227.714,164.786,202.917,27.95,126.647,45.909,240.706,48.323,56.4,243.727,220.839,66.75,158.645,255,238.333,243.071,236.516,255,235.65,252.062,243.941,255,206.9,105.875,147.455,214.792,255,171.125,168.5,235.455,246.273,182,52.66,22.81,242.484,62.464,184.5,241,163.2,165.312,232.5,232.125,158.312,175.333,71.048,94.393,41.769,254.35,232.969,155.091,38.667,161.844,94.297,23.731,130,196.432,139,26.13,43.9,170.891,7.793,51.6,145.654,72.571,128.125,80.446
301,49.75,183.294,244.5,133.545,186.125,150.917,226.75,165.214,208.75,28.65,127.676,43.818,241.382,47.355,55.8,237.273,221.516,61.5,159.613,255,233.75,242.571,234.452,255,237.1,253,244.176,255,202,95.5,147,214.188,255,174.125,167.857,235.455,246.818,180.625,52.574,23.776,241.677,61.571,185.357,240.25,160.3,165.688,233.75,225,160.438,177.222,66.738,93.852,44.154,255,231.156,154.205,42.042,166.375,97.649,18.808,119.333,193.795,135,25.783,44.2,172.922,9.671,57.6,141.077,72.821,123.938,84.089
302,46.5,176.412,238.65,127.364,179.125,151.417,225.679,165.429,200.333,34.65,129.559,42.273,241.118,48.065,46.6,243.273,218.516,56.917,159.161,255,236.708,241.643,234.903,255,237.95,253.438,243.765,255,203.7,106.625,148.909,216.146,255,168.562,164.5,233.818,250.545,174.875,54.383,22.569,242.29,57.036,189.714,243.75,157.9,163.781,229.875,226.375,153.938,173.778,69.643,95.656,46.462,255,231.219,152.568,36.458,167.094,96.919,19.808,140.333,194.477,138.396,20.783,50.9,172.797,9.061,56.4,147.038,74.81,124.688,85.536
303,52.417,180.824,248.9,130.636,177,150.25,226.964,163.143,205.083,32.45,129.382,49.727,240.588,44.387,53.6,239.364,223.645,60.917,159.226,255,234.792,243.357,235.387,255,236,253.125,244.941,255,202.6,98.125,149.727,214.125,255,174,167.643,237.273,246.909,184.125,57.489,20.638,244.645,64,185.429,240,159.4,164.688,230.25,227.75,158.375,178.111,65.738,96.197,42.538,254.65,228.656,154.364,36.583,164.562,92.811,17.615,126.333,198,135.646,25.174,48.5,170.906,10.598,52.95,143.5,74.738,124.938,86.161
304,45.167,180.588,245.9,132.182,178.5,151.958,225.5,161.786,200.125,34.2,129.147,37.273,241.529,50.355,56.6,238.727,220.355,63,156.387,255,239.75,241.857,234.581,255,238,252.5,243.853,255,196.3,104,144.364,216.854,255,179.875,172.571,236.091,245.455,176.625,51.085,24.172,241.806,65.679,186.429,241.5,157,166.719,232.875,224.875,160.875,183,67.095,91.443,44.577,254.25,231.875,153.591,46.583,168.438,94.595,17.731,127.667,197.318,134.854,28.957,50,173.906,8.524,58.75,144.077,74.345,119.375,80.214
305,42.25,175.353,241.9,122.545,177.875,147.792,225.357,165.429,202.917,34.55,128.118,41.909,239.824,45.484,69.8,234.455,216.871,62.333,156.29,255,238.583,244.214,235.097,255,235.5,252.188,243.912,255,206.5,93.875,156.455,216.979,255,173.75,168.286,235.455,248.727,172.875,57.915,22.293,240,62.429,184.429,244,164.9,165.281,236.75,221.5,161.312,175.444,69.881,93.557,37.5,254.9,231.719,153.705,37.333,165.781,98.189,20.462,135.667,196.136,135.354,26.261,52.1,171.203,9.366,58.4,143.615,74,118.188,82.5
306,53.5,178.588,243.45,130.364,183.25,152.292,225.321,165.5,203.083,35.1,124.618,42.455,241.471,51.065,51.6,238.909,219.742,59.25,154.548,255,237.083,240.786,234.581,255,237.15,254.062,243.529,255,209.1,95.625,153.182,217.188,255,169.688,163.786,233.727,247.364,175.75,57.447,23.81,242.032,59.357,189.143,240.625,157.2,168.094,228.375,222.75,156.188,181.444,66.571,92.541,43.769,254.3,230.062,154.5,38.458,161.688,95.162,17.269,126.833,193.727,138.417,21.304,47.7,173.281,9.049,56.05,141.731,73.702,122.875,82.554
307,40.5,187.118,239.4,127.636,171.625,149.75,222.179,161.857,206.417,30.7,126.265,39.455,242.5,48.258,48.4,239.818,219.968,59.75,158.484,255,236.292,243.071,234.645,255,237.15,254.188,243.147,255,201.3,99,157.818,215.042,255,175.312,166.929,233.273,251.636,180.375,54.383,19.638,241.581,60.571,187.5,243.125,155.4,163.875,229.875,225.375,158.688,174.333,68.048,93.115,45.038,255,232,155.318,43.625,166.375,94.108,18.231,138.5,197,139.562,24,52.25,172.5,10.268,53.3,145.038,74.69,120.812,83.893
308,43.25,183.824,242.2,136.818,177.125,155.667,225.5,165.857,204.75,33.8,125.676,38.909,243.618,47.935,49.4,234.455,219.097,58.25,154.097,255,235.542,243,233.387,255,237,251.188,244.941,255,206.2,96.875,152.818,216.792,255,173.188,167.071,232.727,244.455,177,56.468,20.534,242,63.357,186.357,241.25,156.8,163.844,230.5,221.125,154.562,169.444,68.905,90.77,47.385,254.85,229.375,152.114,41.583,165.562,92.865,18.231,124.5,196.114,138.229,20.478,45.4,172.094,9,54.9,146.346,74.655,127.312,84.286
309,47.667,176.353,244.55,127.545,181.375,152.083,223.714,164.357,205.458,27.2,122.353,45.091,240.794,47.29,61.8,238.909,219.516,58.75,156.387,255,235.792,241.571,236.258,255,237.4,252.938,244.676,255,208.8,100.125,153,219.542,255,174.5,168.929,235.455,249.273,174.5,52.043,20.207,241.065,64.929,183.071,247,163.6,165.312,237.125,227.125,159.688,177.778,70.238,92.18,39.538,254.4,229.219,153,44.042,165.719,97.108,16.192,129.667,193.795,134.542,22.87,50.8,170.75,9.72,52.9,147.423,72.69,119.562,84.661
310,50.75,177,246,125.091,171.75,151.208,224.857,166.071,203.417,35.1,119.676,49.727,242.706,45.032,53,241.182,221,62.25,164.452,255,234.917,244.357,235.71,255,235.9,252.75,244.706,255,200.3,107,150.727,216.188,255,169.938,167.786,236,251.636,186.75,54.043,23.138,240.871,61.179,196.571,245.75,159.6,165.594,232,229.375,158.438,171.667,65.524,92.574,44.038,255,231.406,155.841,37.333,165.875,93.838,17.462,134.167,196.636,134.688,22.13,51.3,171.266,8.5,60.1,147.577,75.357,121.438,81.643
311,43.583,176.647,242.5,126.545,174.625,150,224,164.143,202.458,27.8,130.706,46,242.676,47.839,63,242.091,223.613,60.417,161.806,255,240.042,243.357,236.161,255,237.35,252.25,242.088,255,211.5,103.5,154.182,218.604,255,170.625,168.143,232.909,247.727,174,50.383,22.483,241.935,63.786,190.714,239.5,162,165.75,231.375,222.375,158.812,178,69.881,91.41,45.538,252.45,232.406,153,45.292,164.156,95.892,18.385,125.333,195.023,136.312,24.826,52.15,170.188,6.744,51.05,147.846,73.405,123.062,88.089
312,38.5,179.235,243.05,132.818,178.125,149.292,225.464,161.643,205.208,29.6,126.735,40.545,242.5,51.935,50.6,239.818,220.29,58,161.968,255,235.042,243.357,234.355,255,237.75,251.688,242.441,255,205.6,96.75,152.273,218.667,255,168.625,167.143,235.273,249.636,178.625,55.149,19.052,243.29,58.929,190.143,244.25,162.9,162.406,230.375,224.625,160.062,176.556,71.667,91.803,42.115,254.05,233.156,151.477,39.208,172.031,94.162,18.115,131.833,198.932,134.979,21.565,46.15,170.453,9.402,56.5,143.5,73.917,118.812,80.554
313,51.667,180.824,245.25,131.727,168.75,152.833,224.286,166.429,205.583,31.8,126.382,50.909,241.706,46.387,68.8,238.273,220.355,62.417,157.129,255,238.875,241.429,235.452,255,236.4,253.188,245.147,255,207.9,94.125,154.182,215,255,174.25,169.571,235.273,247.909,167.75,55.426,24.552,242.29,63.964,184.5,243.25,159.7,168.656,234.125,228.25,153.625,177.778,69.786,92.443,45.192,254.75,230.25,151.636,38.667,166.469,95.703,16.654,128,198.25,136.688,23.913,50.5,172.516,8.451,52.85,136.192,73.476,120.562,81.839
314,45.333,182.235,238.25,121.273,176.5,148.75,224,159.571,205.708,29.7,124.559,38.636,240.853,50.097,60,237.727,221.258,69.5,159,255,240.042,239.286,233.935,255,236,254.25,244.206,255,212.1,100.25,149.727,218.25,255,171.062,166.357,233.364,246.273,185.75,55.617,23.672,242.613,65.321,187.5,246.25,166.7,163.5,230.25,223.625,161.812,183.444,65.095,91.705,42.808,254.35,229.344,152.636,39.542,166.719,94.297,19.692,132.833,196.886,138.167,24.435,52.3,170.938,8.744,58.05,144.654,72.976,118.812,82.196
315,54.833,180.176,246.2,132.273,173,151.208,227.429,161.429,205.375,32.5,123.794,43.455,241.853,48.065,61.6,240.273,219.516,64.167,156.871,255,240.25,240.929,235.581,255,237.75,253.25,245.029,255,209.7,96.5,147.818,217.229,255,170.625,166.857,232.545,246.091,171,54.574,20.862,240.548,64.964,191.571,240.5,161.8,165.938,233.125,226,156.75,175,70.881,89.148,37.346,255,232.312,151.705,41.833,164.812,99.189,17.115,124.167,196.795,136.729,26.261,50.4,169.594,8.866,54.15,147,72.512,117.938,80.036
316,43.583,180.529,242.55,127.364,167.375,148.917,224.536,162.071,205.958,32.95,127.088,56.909,242.5,46.161,47,239.455,219.355,58.417,162.161,255,236.542,244.429,236.516,255,237.8,253.125,242.676,255,211.4,94,149.636,215.938,255,169.812,167.857,235.909,250.455,185.125,55.617,24.845,242.839,62.25,186.214,242,158.9,163.438,233.125,225.75,160.375,174.444,67.738,92.328,40.577,255,230.906,155.25,40.458,166.312,94.838,19.769,126.167,196.614,136.583,19.783,48.9,171.469,9.037,55.5,140.462,73.774,121.75,85.768
317,47.667,178,244.8,129.364,179.5,148.833,225.5,164.571,200.792,28.7,126.588,50.545,241.735,47.581,57.8,240.545,220.226,71.833,150.258,255,237.75,241.214,235.355,255,236.9,255,245.294,255,202.4,102.125,150.727,213.625,255,169.5,166.286,235.273,244.273,175.75,53.213,22.776,243.129,61.5,186.214,239.625,160.7,168.469,229.625,224.875,157.812,179.667,69.143,91.689,42.038,255,230.094,155.523,42,163.344,94.595,18.077,141.667,196.273,137.896,23.478,47.95,173.25,8.537,59.8,141.269,73.512,120.312,81.875
318,49,183.118,246.1,125.636,166.5,150.625,222.286,167.5,198.75,30.7,122.706,43,240.647,48.097,56.2,240.364,218.323,57.25,156.194,255,234,240.571,235.613,255,237.05,252.25,244.059,255,206.3,95.875,146.364,216.438,255,169.562,166.857,237.182,251.727,181.25,57.787,23.862,242.581,62.357,190.857,243.375,160.6,162.906,228.5,228.125,162.062,174.778,69.405,88.869,42.769,254.4,230,151.955,40.667,166.469,94.676,20.538,133.5,193.636,137.521,21.87,50.55,173.391,7.988,53.35,143.423,71.56,119.688,80.661
319,52.5,180.647,240.95,128.545,168.5,151.5,222.286,163.071,204,30.75,127.147,51.636,239.029,46.419,59,241.636,220.871,57.833,161.645,255,237.375,243.071,235.032,255,237.85,251.562,244.618,255,203.1,104.875,147.182,219.688,255,169.625,169.143,236.182,248.455,178.125,54.787,19.448,240.097,64.464,187.143,243,160.8,166,229.25,222.25,158.438,177.222,69.333,91.115,44.846,255,230.812,152.318,39.875,165.062,92.459,18.808,129.333,196.773,136.042,21.261,49.2,171.125,10.732,57.75,140.731,78,112.688,83.732
320,43.583,179.059,244.8,133.091,170.75,151.25,226.571,161.929,204.542,35.2,126.941,51,242.176,44.935,57.2,241.909,219.129,62,156.581,255,237.417,240.214,235.516,255,235.55,251.938,244.265,255,197.4,102.375,148.909,215.021,255,168.75,167.571,233.455,243.909,178.375,52.915,21.983,243.903,64.357,187.143,240.875,165,165.125,228.75,230.375,160.188,178.889,70.119,90.967,41.538,254.75,231.406,150.477,38.583,162.688,96.865,19.192,130.667,197.068,137.542,22.217,51.1,171.891,7.573,51.75,141.269,73.155,114.438,81.536
321,53.333,181.412,240.05,127.909,182.625,152.292,222.964,164.143,207.167,31.9,127.794,63.364,240.912,49.742,52.8,236.182,222.387,57.75,157.677,255,236.625,242.714,238.29,255,236.6,252.688,243.529,255,202.5,99.75,152,214.958,255,169.938,172,234.818,249.273,176,53,23.569,243.097,62.536,186.429,243.875,158.2,163.094,230.125,221.625,158.375,179.444,69.024,89.066,46.538,253.95,230.094,150.932,41.958,167.156,96.405,19.385,125.5,194.932,136.125,23.217,49.95,170.5,9,53.15,143.462,73.976,114.625,83.857
322,45.167,176.235,238.9,126.818,182.375,147.75,227.857,162.857,201.958,35.9,123.588,52.455,243.059,49.742,50.2,239.455,221.677,65.5,156.129,255,238.25,240.143,234.871,255,236.6,252.875,245.5,255,203.7,100.875,154.091,213.271,255,166.938,167.286,237.545,246.727,179.375,53.064,22.81,242.419,65.75,187.286,244.875,162.3,163.469,234.25,222.125,165.125,182.444,67.643,90.672,44,255,228.594,153.227,42.917,163.906,91.676,16.846,117.5,194.091,138.417,22.043,48.85,171.438,7.439,56.9,142.654,74.548,115.312,82.839
323,42.667,179.059,248.95,136,181,153.667,224.679,162.214,204.833,28.8,122.853,46.909,242.559,46.097,56.4,237.455,219.065,62.667,152.968,255,239.833,241.357,237.484,255,236.25,251.938,243.618,255,196.7,101.25,154.455,215.396,255,172,164.857,238.818,248.909,179,54.298,22.259,243.742,66.821,188.429,245.375,158.1,163.438,234.75,228,156.438,181.778,73.524,87.41,43.923,255,232.969,151.818,37.333,163.531,94.405,19.769,130.667,195.955,138.229,27.261,47.2,172.141,8.695,50.9,145.923,74.667,129.312,79.679
324,48.667,179.118,241.4,125.727,178.75,149.542,222,162.786,206.417,38.2,129.824,48.545,240.912,48.387,62,240.273,223.677,64.083,162.742,255,234.292,238.5,235.161,255,234.55,252.062,245.647,255,208.2,95.5,149.636,214.938,255,167.625,166.429,235.182,253.273,181.375,54.043,21.552,240.806,66.536,182.929,243.75,165.5,165.375,230.125,227.625,160.812,169.111,68.571,87.803,43.346,255,232.031,153.659,38.583,161.062,91.216,21.077,133.833,193.977,137.438,22.652,46.75,172.266,9.585,50.8,145.654,73.845,128.062,80.214
325,40.75,179.647,243.35,137.636,175.125,153.75,228.25,158.857,208.333,35.4,122.529,54.727,240.353,43.839,54.4,238.455,221.581,60.083,158,255,236.042,240.429,233.387,255,238.2,254.062,243.794,255,207,104,143.818,213.938,255,170.75,165.857,235.182,250.364,176.625,53.532,23.569,243.355,64.929,186.071,239.75,166.5,163.438,230.375,220.5,159.188,177.667,70.786,89.197,44.692,254.85,229.938,154.273,42.292,166.125,94.622,19.192,126.167,195.659,137.208,27.13,49,172.719,9.085,56.65,138.615,74.429,123.562,81.089
326,54,175.412,241.05,128,177.625,151.583,225.964,158.786,200.292,33.35,126.647,57,240.353,49.258,68.2,232,222.032,63.333,158.935,255,236.792,239.071,233.806,255,238.05,254.5,244.441,255,204.4,106.625,143.727,213.292,255,173.062,165.786,233.636,250.636,179.25,54.532,24.431,242.484,62.5,184.857,237.5,160,162.75,233.625,215,160.062,175.667,67.19,88.443,43.154,255,231.094,155,37.542,164.875,95.784,21.038,133.167,199.841,137.229,23.13,44.15,172.469,9.146,54.3,136.692,73.488,118.5,82.179
327,45.5,179.059,240.3,135.545,171,151.792,224.821,161.643,202.25,35.5,125.176,63,240.971,47.71,49.4,236.636,222.161,56.667,160.645,255,234.667,241.214,235,255,237.2,251.375,242.235,255,205.4,101.125,152.091,217.042,255,168.438,165.786,233.545,249,171.25,51.106,23.069,242.871,60.536,189.929,236,165.5,167.781,235,222.75,156.125,183.333,72.786,86.508,43.615,254.55,233.375,152.432,41.625,167.812,97.649,18.231,129.667,195.659,137.521,22.783,46.05,171.875,6.976,53.3,142.385,74.548,117.188,80.571
328,45.75,181.588,240.2,132.273,173.5,149.292,225.321,165.357,200.958,33.9,125.265,50,241.912,43.935,48.4,237.818,221.355,55.833,155.387,255,234.458,242.643,233.387,255,237.2,252.938,241.912,255,207.2,106.375,152,215.771,255,172.812,167.286,235.182,247.909,176.5,54.447,23.655,243.29,69.214,185.929,240.75,158.2,164.656,235.5,220.125,164.5,179.333,70.19,89.164,44.885,254.9,232.125,150.386,36.5,164.688,95.243,19.308,134.5,195.636,133.333,22.13,49.95,171.531,7.866,56.65,140.385,73,111.688,82.196
